"media_file_path","time_in_video","Duration","behavior","subject","modifier_1","modifier_2","modifier_3","Group_size","Female","Male","Chasing_end","Chasing_present","total_time_of_courtship","Trial","Time_of_Day","Date_filmed","Day_filmed","Max_length","Min_length","Difference","Chasing_numeric","Chasing_end_numeric"
"D:/Pipefish Mesocosm Film/Trial 4/10-12-20/10-12 Noon 01.MTS",95.461,70.544,"Inactive","Female","","","",2,1,1,"No","Yes",71.588,"Trial 4","Noon","10","7",123.6,86.8,36.8,1,0
"D:/Pipefish Mesocosm Film/Trial 4/10-12-20/10-12 Noon 01.MTS",95.461,7.119,"Wiggle","Male","Active wiggle","Female","2",2,1,1,"No","Yes",71.588,"Trial 4","Noon","10","7",123.6,86.8,36.8,1,0
"D:/Pipefish Mesocosm Film/Trial 4/10-12-20/10-12 Noon 01.MTS",102.581,63.424,"Inactive","Male","","","",2,1,1,"No","Yes",71.588,"Trial 4","Noon","10","7",123.6,86.8,36.8,1,0
"D:/Pipefish Mesocosm Film/Trial 4/10-12-20/10-12 Noon 01.MTS",205.599,9.3,"Pose","Female","S pose","Male","Front",2,1,1,"No","No",152.209,"Trial 4","Noon","10","7",123.6,86.8,36.8,0,0
"D:/Pipefish Mesocosm Film/Trial 4/10-12-20/10-12 Noon 01.MTS",207.21,3.609,"Wiggle","Male","Active wiggle","Female","2",2,1,1,"No","No",152.209,"Trial 4","Noon","10","7",123.6,86.8,36.8,0,0
"D:/Pipefish Mesocosm Film/Trial 4/10-12-20/10-12 Noon 01.MTS",210.82,8.545,"Inactive","Male","","","",2,1,1,"No","No",152.209,"Trial 4","Noon","10","7",123.6,86.8,36.8,0,0
"D:/Pipefish Mesocosm Film/Trial 4/10-12-20/10-12 Noon 01.MTS",214.9,94.122,"Inactive","Female","","","",2,1,1,"No","No",152.209,"Trial 4","Noon","10","7",123.6,86.8,36.8,0,0
"D:/Pipefish Mesocosm Film/Trial 4/10-12-20/10-12 Noon 01.MTS",219.366,3.7,"Wiggle","Male","Subtle wiggle","Female","2",2,1,1,"No","No",152.209,"Trial 4","Noon","10","7",123.6,86.8,36.8,0,0
"D:/Pipefish Mesocosm Film/Trial 4/10-12-20/10-12 Noon 01.MTS",223.067,55.541,"Inactive","Male","","","",2,1,1,"No","No",152.209,"Trial 4","Noon","10","7",123.6,86.8,36.8,0,0
"D:/Pipefish Mesocosm Film/Trial 4/10-12-20/10-12 Noon 01.MTS",278.609,5.031,"Wiggle","Male","Active wiggle","Female","2",2,1,1,"No","No",152.209,"Trial 4","Noon","10","7",123.6,86.8,36.8,0,0
"D:/Pipefish Mesocosm Film/Trial 4/10-12-20/10-12 Noon 01.MTS",283.641,73.489,"Inactive","Male","","","",2,1,1,"No","No",152.209,"Trial 4","Noon","10","7",123.6,86.8,36.8,0,0
"D:/Pipefish Mesocosm Film/Trial 4/10-12-20/10-12 Noon 01.MTS",338.236,2.372,"Pose","Female","S pose","Male","Front",2,1,1,"No","No",152.209,"Trial 4","Noon","10","7",123.6,86.8,36.8,0,0
"D:/Pipefish Mesocosm Film/Trial 4/10-12-20/10-12 Noon 01.MTS",340.609,16.521,"Inactive","Female","","","",2,1,1,"No","No",152.209,"Trial 4","Noon","10","7",123.6,86.8,36.8,0,0
"D:/Pipefish Mesocosm Film/Trial 4/10-12-20/10-12 Noon 01.MTS",366.814,2.942,"Wiggle","Male","Active wiggle","Female","2",2,1,1,"No","No",68.647,"Trial 4","Noon","10","7",123.6,86.8,36.8,0,0
"D:/Pipefish Mesocosm Film/Trial 4/10-12-20/10-12 Noon 01.MTS",368.996,6.741,"Pose","Female","S pose","Male","Front",2,1,1,"No","No",68.647,"Trial 4","Noon","10","7",123.6,86.8,36.8,0,0
"D:/Pipefish Mesocosm Film/Trial 4/10-12-20/10-12 Noon 01.MTS",369.757,63.897,"Inactive","Male","","","",2,1,1,"No","No",68.647,"Trial 4","Noon","10","7",123.6,86.8,36.8,0,0
"D:/Pipefish Mesocosm Film/Trial 4/10-12-20/10-12 Noon 01.MTS",375.738,57.916,"Inactive","Female","","","",2,1,1,"No","No",68.647,"Trial 4","Noon","10","7",123.6,86.8,36.8,0,0
"D:/Pipefish Mesocosm Film/Trial 4/10-12-20/10-12 Noon 01.MTS",667.798,68.451,"Inactive","Female","","","",2.5,1,1.5,"No","No",69.599,"Trial 4","Noon","10","7",123.6,86.8,36.8,0,0
"D:/Pipefish Mesocosm Film/Trial 4/10-12-20/10-12 Noon 01.MTS",667.798,3.506,"Wiggle","Male","Subtle wiggle","Female","2",2.5,1,1.5,"No","No",69.599,"Trial 4","Noon","10","7",123.6,86.8,36.8,0,0
"D:/Pipefish Mesocosm Film/Trial 4/10-12-20/10-12 Noon 01.MTS",671.305,32.494,"Inactive","Male","","","",2.5,1,1.5,"No","No",69.599,"Trial 4","Noon","10","7",123.6,86.8,36.8,0,0
"D:/Pipefish Mesocosm Film/Trial 4/10-12-20/10-12 Noon 01.MTS",703.8,3.296,"Wiggle","Male","Active wiggle","Female","3",2.5,1,1.5,"No","No",69.599,"Trial 4","Noon","10","7",123.6,86.8,36.8,0,0
"D:/Pipefish Mesocosm Film/Trial 4/10-12-20/10-12 Noon 01.MTS",707.097,29.152,"Inactive","Male","","","",2.5,1,1.5,"No","No",69.599,"Trial 4","Noon","10","7",123.6,86.8,36.8,0,0
"D:/Pipefish Mesocosm Film/Trial 4/10-12-20/10-12 Noon 01.MTS",759.033,32.944,"Inactive","Female","","","",2,1,1,"No","No",33.513,"Trial 4","Noon","10","7",123.6,86.8,36.8,0,0
"D:/Pipefish Mesocosm Film/Trial 4/10-12-20/10-12 Noon 01.MTS",759.033,3.61,"Wiggle","Male","Active wiggle","Female","2",2,1,1,"No","No",33.513,"Trial 4","Noon","10","7",123.6,86.8,36.8,0,0
"D:/Pipefish Mesocosm Film/Trial 4/10-12-20/10-12 Noon 01.MTS",762.644,29.333,"Inactive","Male","","","",2,1,1,"No","No",33.513,"Trial 4","Noon","10","7",123.6,86.8,36.8,0,0
"D:/Pipefish Mesocosm Film/Trial 4/10-12-20/10-12 Noon 01.MTS",799.293,9.117,"Pose","Female","S pose","Male","Front",2,1,1,"No","No",38.746,"Trial 4","Noon","10","7",123.6,86.8,36.8,0,0
"D:/Pipefish Mesocosm Film/Trial 4/10-12-20/10-12 Noon 01.MTS",799.293,0,"Move away","Male","","","",2,1,1,"No","No",38.746,"Trial 4","Noon","10","7",123.6,86.8,36.8,0,0
"D:/Pipefish Mesocosm Film/Trial 4/10-12-20/10-12 Noon 01.MTS",808.411,29.626,"Inactive","Female","","","",2,1,1,"No","No",38.746,"Trial 4","Noon","10","7",123.6,86.8,36.8,0,0
"D:/Pipefish Mesocosm Film/Trial 4/10-12-20/10-12 Noon 01.MTS",838.037,0,"Move away","Male","","","",2,1,1,"No","No",38.746,"Trial 4","Noon","10","7",123.6,86.8,36.8,0,0
"D:/Pipefish Mesocosm Film/Trial 4/10-12-20/10-12 Noon 01.MTS",856.256,4.081,"Wiggle","Female","Active wiggle","Male","2",2,1,1,"No","No",41.397,"Trial 4","Noon","10","7",123.6,86.8,36.8,0,0
"D:/Pipefish Mesocosm Film/Trial 4/10-12-20/10-12 Noon 01.MTS",857.109,8.545,"Inactive","Male","","","",2,1,1,"No","No",41.397,"Trial 4","Noon","10","7",123.6,86.8,36.8,0,0
"D:/Pipefish Mesocosm Film/Trial 4/10-12-20/10-12 Noon 01.MTS",860.338,31.109,"Inactive","Female","","","",2,1,1,"No","No",41.397,"Trial 4","Noon","10","7",123.6,86.8,36.8,0,0
"D:/Pipefish Mesocosm Film/Trial 4/10-12-20/10-12 Noon 01.MTS",865.655,3.036,"Wiggle","Male","Active wiggle","Female","2",2,1,1,"No","No",41.397,"Trial 4","Noon","10","7",123.6,86.8,36.8,0,0
"D:/Pipefish Mesocosm Film/Trial 4/10-12-20/10-12 Noon 01.MTS",868.692,28.392,"Inactive","Male","","","",2,1,1,"No","No",41.397,"Trial 4","Noon","10","7",123.6,86.8,36.8,0,0
"D:/Pipefish Mesocosm Film/Trial 4/10-12-20/10-12 Noon 01.MTS",891.448,5.636,"Out of sight","Female","","","",2,1,1,"No","No",41.397,"Trial 4","Noon","10","7",123.6,86.8,36.8,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1461.053,15.762,"Pose","Female","S pose","Male","Front",2.2,1,1.2,"No","Yes",207.952,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1461.813,7.023,"Inactive","Male","","","",2.2,1,1.2,"No","Yes",207.952,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1468.837,4.082,"Wiggle","Male","Active wiggle","Female","2",2.2,1,1.2,"No","Yes",207.952,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1472.92,13.673,"Inactive","Male","","","",2.2,1,1.2,"No","Yes",207.952,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1476.816,20.219,"Inactive","Female","","","",2.2,1,1.2,"No","Yes",207.952,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1486.594,2.561,"Wiggle","Male","Active wiggle","Female","2",2.2,1,1.2,"No","Yes",207.952,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1489.156,10.824,"Inactive","Male","","","",2.2,1,1.2,"No","Yes",207.952,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1497.036,7.121,"Pose","Female","S pose","Male","Front",2.2,1,1.2,"No","Yes",207.952,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1499.981,19.936,"Surrounding","Male","","","",2.2,1,1.2,"No","Yes",207.952,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1504.158,14.241,"Inactive","Female","","","",2.2,1,1.2,"No","Yes",207.952,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1518.4,14.146,"Swim away","Female","","","",2.2,1,1.2,"No","Yes",207.952,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1519.918,22.502,"Chasing","Male","","","",2.2,1,1.2,"No","Yes",207.952,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1532.547,3.701,"Pose","Female","S pose","Male","Front",2.2,1,1.2,"No","Yes",207.952,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1536.249,4.844,"Inactive","Female","","","",2.2,1,1.2,"No","Yes",207.952,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1541.094,2.373,"Pose","Female","S pose","Male","Front",2.2,1,1.2,"No","Yes",207.952,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1542.421,1.517,"Wiggle","Male","Active wiggle","Female","3",2.2,1,1.2,"No","Yes",207.952,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1543.468,10.155,"Swim away","Female","","","",2.2,1,1.2,"No","Yes",207.952,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1543.939,3.798,"Surrounding","Male","","","",2.2,1,1.2,"No","Yes",207.952,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1547.738,10.252,"Chasing","Male","","","",2.2,1,1.2,"No","Yes",207.952,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1553.624,19.178,"Inactive","Female","","","",2.2,1,1.2,"No","Yes",207.952,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1557.991,8.448,"Surrounding","Male","","","",2.2,1,1.2,"No","Yes",207.952,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1566.44,23.454,"Chasing","Male","","","",2.2,1,1.2,"No","Yes",207.952,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1572.803,23.642,"Swim away","Female","","","",2.2,1,1.2,"No","Yes",207.952,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1589.895,6.075,"Inactive","Male","","","",2.2,1,1.2,"No","Yes",207.952,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1595.971,6.358,"Wiggle","Male","Active wiggle","Female","2",2.2,1,1.2,"No","Yes",207.952,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1596.446,10.536,"Pose","Female","S pose","Male","Front",2.2,1,1.2,"No","Yes",207.952,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1602.33,13.102,"Inactive","Male","","","",2.2,1,1.2,"No","Yes",207.952,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1606.983,42.633,"Inactive","Female","","","",2.2,1,1.2,"No","Yes",207.952,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1615.433,6.361,"Swim away","Male","","","",2.2,1,1.2,"No","Yes",207.952,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1621.795,45.003,"Inactive","Male","","","",2.2,1,1.2,"No","Yes",207.952,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1649.617,3.984,"Swim away","Female","","","",2.2,1,1.2,"No","Yes",207.952,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1653.602,13.196,"Inactive","Female","","","",2.2,1,1.2,"No","Yes",207.952,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",2317.362,7.025,"Pose","Female","S pose","Male","Front",2.3,1,1.3,"No","Yes",335.535,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",2318.216,1.329,"Inactive","Male","","","",2.3,1,1.3,"No","Yes",335.535,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",2319.546,3.512,"Wiggle","Male","Active wiggle","Female","2",2.3,1,1.3,"No","Yes",335.535,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",2323.059,3.797,"Inactive","Male","","","",2.3,1,1.3,"No","Yes",335.535,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",2324.388,2.847,"Inactive","Female","","","",2.3,1,1.3,"No","Yes",335.535,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",2326.857,1.328,"Chasing","Male","","","",2.3,1,1.3,"No","Yes",335.535,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",2327.236,7.688,"Pose","Female","S pose","Male","Front",2.3,1,1.3,"No","Yes",335.535,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",2328.186,3.701,"Wiggle","Male","Active wiggle","Female","2",2.3,1,1.3,"No","Yes",335.535,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",2331.888,4.082,"Inactive","Male","","","",2.3,1,1.3,"No","Yes",335.535,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",2334.925,20.328,"Inactive","Female","","","",2.3,1,1.3,"No","Yes",335.535,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",2335.971,9.019,"Surrounding","Male","","","",2.3,1,1.3,"No","Yes",335.535,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",2344.991,5.22,"Chasing","Male","","","",2.3,1,1.3,"No","Yes",335.535,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",2350.212,3.417,"Inactive","Male","","","",2.3,1,1.3,"No","Yes",335.535,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",2353.63,5.791,"Wiggle","Male","Active wiggle","Female","2",2.3,1,1.3,"No","Yes",335.535,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",2355.254,6.744,"Pose","Female","S pose","Male","Front",2.3,1,1.3,"No","Yes",335.535,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",2359.422,2.942,"Inactive","Male","","","",2.3,1,1.3,"No","Yes",335.535,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",2361.999,8.732,"Out of sight","Female","","","",2.3,1,1.3,"No","Yes",335.535,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",2362.365,9.494,"Out of sight","Male","","","",2.3,1,1.3,"No","Yes",335.535,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",2370.732,10.441,"Inactive","Female","","","",2.3,1,1.3,"No","Yes",335.535,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",2371.86,0.095,"Inactive","Male","","","",2.3,1,1.3,"No","Yes",335.535,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",2372.904,1.803,"Wiggle","Male","Subtle wiggle","Female","2",2.3,1,1.3,"No","Yes",335.535,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",2374.708,2.469,"Inactive","Male","","","",2.3,1,1.3,"No","Yes",335.535,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",2377.178,4.365,"Wiggle","Male","Active wiggle","Female","2",2.3,1,1.3,"No","Yes",335.535,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",2381.174,4.366,"Pose","Female","S pose","Male","Front",2.3,1,1.3,"No","Yes",335.535,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",2381.544,6.361,"Inactive","Male","","","",2.3,1,1.3,"No","Yes",335.535,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",2385.541,3.6,"Inactive","Female","","","",2.3,1,1.3,"No","Yes",335.535,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",2387.906,1.707,"Wiggle","Male","Subtle wiggle","Female","2",2.3,1,1.3,"No","Yes",335.535,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",2389.142,3.045,"Pose","Female","S pose","Male","Front",2.3,1,1.3,"No","Yes",335.535,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",2389.614,16.806,"Inactive","Male","","","",2.3,1,1.3,"No","Yes",335.535,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",2392.188,10.432,"Inactive","Female","","","",2.3,1,1.3,"No","Yes",335.535,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",2402.621,2.279,"Pose","Female","S pose","Male","Front",2.3,1,1.3,"No","Yes",335.535,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",2404.901,33.895,"Inactive","Female","","","",2.3,1,1.3,"No","Yes",335.535,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",2406.421,1.517,"Wiggle","Male","Subtle wiggle","Female","3",2.3,1,1.3,"No","Yes",335.535,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",2407.939,24.589,"Inactive","Male","","","",2.3,1,1.3,"No","Yes",335.535,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",2432.529,4.177,"Wiggle","Male","Active wiggle","Female","2",2.3,1,1.3,"No","Yes",335.535,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",2436.707,1.898,"Inactive","Male","","","",2.3,1,1.3,"No","Yes",335.535,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",2438.606,9.114,"Out of sight","Male","","","",2.3,1,1.3,"No","Yes",335.535,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",2438.797,8.827,"Out of sight","Female","","","",2.3,1,1.3,"No","Yes",335.535,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",2447.625,3.99,"Inactive","Female","","","",2.3,1,1.3,"No","Yes",335.535,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",2447.721,3.417,"Inactive","Male","","","",2.3,1,1.3,"No","Yes",335.535,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",2451.139,1.519,"Chasing","Male","","","",2.3,1,1.3,"No","Yes",335.535,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",2451.616,8.448,"Pose","Female","S pose","Male","Front",2.3,1,1.3,"No","Yes",335.535,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",2452.659,6.454,"Wiggle","Male","Active wiggle","Female","2",2.3,1,1.3,"No","Yes",335.535,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",2459.114,28.863,"Inactive","Male","","","",2.3,1,1.3,"No","Yes",335.535,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",2460.73,0.853,"Pose","Female","Flash","Male","Front",2.3,1,1.3,"No","Yes",335.535,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",2461.584,27.343,"Inactive","Female","","","",2.3,1,1.3,"No","Yes",335.535,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",2487.978,2.942,"Wiggle","Male","Active wiggle","Female","3",2.3,1,1.3,"No","Yes",335.535,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",2488.928,3.227,"Pose","Female","S pose","Male","Front",2.3,1,1.3,"No","Yes",335.535,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",2490.921,2.277,"Inactive","Male","","","",2.3,1,1.3,"No","Yes",335.535,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",2492.156,6.549,"Inactive","Female","","","",2.3,1,1.3,"No","Yes",335.535,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",2493.199,2.66,"Wiggle","Male","Active wiggle","Female","3",2.3,1,1.3,"No","Yes",335.535,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",2495.86,2.466,"Inactive","Male","","","",2.3,1,1.3,"No","Yes",335.535,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",2498.327,11.202,"Out of sight","Male","","","",2.3,1,1.3,"No","Yes",335.535,"Trial 5","AM","9","5",113.2,94.2,19,1,0
