"media_file_path","time_in_video","Duration","behavior","subject","modifier_1","modifier_2","modifier_3","Group_size","Female","Male","Chasing_end","Chasing_present","total_time_of_courtship","Trial","Time_of_Day","Date_filmed","Day_filmed","Max_length","Min_length","Difference","Chasing_numeric","Chasing_end_numeric"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",3090.008,3.897,"Wiggle","Male","Active wiggle","Female","2",2.2,1,1.2,"No","No",70.926,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",3091.621,41.87,"Inactive","Female","","","",2.2,1,1.2,"No","No",70.926,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",3093.906,39.585,"Inactive","Male","","","",2.2,1,1.2,"No","No",70.926,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",3136.343,4.171,"Pose","Female","S pose","Male","Front",3,1,2,"No","No",133.489,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",3136.72,2.469,"Wiggle","Male","Active wiggle","Female","4",3,1,2,"No","No",133.489,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",3139.19,10.443,"Surrounding","Male","","","",3,1,2,"No","No",133.489,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",3140.515,16.045,"Inactive","Female","","","",3,1,2,"No","No",133.489,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",3149.634,6.072,"Inactive","Male","","","",3,1,2,"No","No",133.489,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",3155.707,4.558,"Wiggle","Male","Active wiggle","Female","3",3,1,2,"No","No",133.489,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",3156.561,10.445,"Pose","Female","S pose","Male","Front",3,1,2,"No","No",133.489,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",3160.266,4.081,"Inactive","Male","","","",3,1,2,"No","No",133.489,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",3164.348,6.266,"Wiggle","Male","Active wiggle","Female","3",3,1,2,"No","No",133.489,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",3167.007,3.13,"Out of sight","Female","","","",3,1,2,"No","No",133.489,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",3170.138,11.963,"Inactive","Female","","","",3,1,2,"No","No",133.489,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",3170.615,7.214,"Inactive","Male","","","",3,1,2,"No","No",133.489,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",3177.83,2.087,"Wiggle","Male","Active wiggle","Female","3",3,1,2,"No","No",133.489,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",3179.918,89.057,"Inactive","Male","","","",3,1,2,"No","No",133.489,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",3182.102,4.654,"Pose","Female","S pose","Male","Front",3,1,2,"No","No",133.489,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",3186.757,4.84,"Wiggle","Female","Active wiggle","Male","2",3,1,2,"No","No",133.489,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",3191.598,77.377,"Inactive","Female","","","",3,1,2,"No","No",133.489,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",3406.94,8.916,"Wiggle","Female","Active wiggle","Male","2",2,1,1,"No","No",41.009,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",3409.024,10.059,"Inactive","Male","","","",2,1,1,"No","No",41.009,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",3415.857,8.544,"Inactive","Female","","","",2,1,1,"No","No",41.009,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",3419.084,3.896,"Wiggle","Male","Active wiggle","Female","2",2,1,1,"No","No",41.009,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",3422.981,19.937,"Inactive","Male","","","",2,1,1,"No","No",41.009,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",3424.402,17.191,"Swim away","Female","","","",2,1,1,"No","No",41.009,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",3441.594,6.354,"Inactive","Female","","","",2,1,1,"No","No",41.009,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",3861.722,4.837,"Wiggle","Male","Active wiggle","Female","3",2.8,1,1.8,"No","Yes",281.891,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",3866.56,4.085,"Inactive","Male","","","",2.8,1,1.8,"No","Yes",281.891,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",3866.564,7.213,"Inactive","Female","","","",2.8,1,1.8,"No","Yes",281.891,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",3870.646,2.844,"Wiggle","Male","Active wiggle","Female","3",2.8,1,1.8,"No","Yes",281.891,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",3873.491,39.594,"Inactive","Male","","","",2.8,1,1.8,"No","Yes",281.891,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",3873.778,16.047,"Pose","Female","S pose","Male","Front",2.8,1,1.8,"No","Yes",281.891,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",3889.826,25.919,"Inactive","Female","","","",2.8,1,1.8,"No","Yes",281.891,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",3913.086,12.625,"Wiggle","Male","Active wiggle","Female","2",2.8,1,1.8,"No","Yes",281.891,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",3915.746,13.577,"Pose","Female","S pose","Male","Front",2.8,1,1.8,"No","Yes",281.891,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",3925.712,34.75,"Inactive","Male","","","",2.8,1,1.8,"No","Yes",281.891,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",3929.324,29.902,"Inactive","Female","","","",2.8,1,1.8,"No","Yes",281.891,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",3959.227,4.084,"Pose","Female","Non-s pose","Male","Front",2.8,1,1.8,"No","Yes",281.891,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",3960.463,6.454,"Surrounding","Male","","","",2.8,1,1.8,"No","Yes",281.891,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",3963.312,118.965,"Inactive","Female","","","",2.8,1,1.8,"No","Yes",281.891,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",3966.918,1.422,"Inactive","Male","","","",2.8,1,1.8,"No","Yes",281.891,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",3968.341,8.831,"Wiggle","Male","Subtle wiggle","Female","3",2.8,1,1.8,"No","Yes",281.891,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",3977.173,76.05,"Inactive","Male","","","",2.8,1,1.8,"No","Yes",281.891,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",4053.224,6.264,"Wiggle","Male","Active wiggle","Female","3",2.8,1,1.8,"No","Yes",281.891,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",4058.924,0,"Move away","Female","","","",2.8,1,1.8,"No","Yes",281.891,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",4059.489,23.17,"Inactive","Male","","","",2.8,1,1.8,"No","Yes",281.891,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",4082.278,15.377,"Swim away","Female","","","",2.8,1,1.8,"No","Yes",281.891,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",4082.66,15.375,"Chasing","Male","","","",2.8,1,1.8,"No","Yes",281.891,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",4097.656,44.247,"Inactive","Female","","","",2.8,1,1.8,"No","Yes",281.891,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",4098.036,44.723,"Inactive","Male","","","",2.8,1,1.8,"No","Yes",281.891,"Trial 5","AM","9","5",113.2,94.2,19,1,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",4160.704,17.468,"Pose","Female","S pose","Male","Front",2,1,1,"No","No",59.528,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",4162.318,18.701,"Wiggle","Male","Active wiggle","Female","2",2,1,1,"No","No",59.528,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",4178.173,9.87,"Inactive","Female","","","",2,1,1,"No","No",59.528,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",4181.02,38.454,"Inactive","Male","","","",2,1,1,"No","No",59.528,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",4188.044,4.752,"Swim away","Female","","","",2,1,1,"No","No",59.528,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",4190.135,0,"Follow","Male","","","",2,1,1,"No","No",59.528,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",4192.797,26.774,"Inactive","Female","","","",2,1,1,"No","No",59.528,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",4297.236,8.356,"Pose","Female","S pose","Male","Front",3.5,1,2.5,"No","No",109.944,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",4305.021,4.267,"Wiggle","Male","Active wiggle","Female","3",3.5,1,2.5,"No","No",109.944,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",4305.593,16.515,"Swim away","Female","","","",3.5,1,2.5,"No","No",109.944,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",4309.289,20.889,"Inactive","Male","","","",3.5,1,2.5,"No","No",109.944,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",4322.109,6.074,"Inactive","Female","","","",3.5,1,2.5,"No","No",109.944,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",4328.184,5.315,"Pose","Female","S pose","Male","Front",3.5,1,2.5,"No","No",109.944,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",4330.179,3.228,"Wiggle","Male","Active wiggle","Female","4",3.5,1,2.5,"No","No",109.944,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",4333.408,73.015,"Inactive","Male","","","",3.5,1,2.5,"No","No",109.944,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",4333.5,73.014,"Inactive","Female","","","",3.5,1,2.5,"No","No",109.944,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",4471.934,8.448,"Pose","Female","S pose","Male","Front",2,1,1,"No","No",64.941,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",4475.541,4.081,"Wiggle","Male","Active wiggle","Female","2",2,1,1,"No","No",64.941,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",4479.623,2.657,"Inactive","Male","","","",2,1,1,"No","No",64.941,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",4480.383,56.397,"Inactive","Female","","","",2,1,1,"No","No",64.941,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",4482.281,4.651,"Wiggle","Male","Active wiggle","Female","2",2,1,1,"No","No",64.941,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",4486.933,49.469,"Inactive","Male","","","",2,1,1,"No","No",64.941,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",4558.902,7.307,"Wiggle","Male","Active wiggle","Female","2",2,1,1,"No","No",131.692,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",4561.276,5.883,"Pose","Female","S pose","Male","Front",2,1,1,"No","No",131.692,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",4566.21,124.193,"Inactive","Male","","","",2,1,1,"No","No",131.692,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",4567.16,123,"Inactive","Female","","","",2,1,1,"No","No",131.692,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",4956.439,9.493,"Wiggle","Female","Active wiggle","Male","2",2,1,1,"No","No",32.471,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",4960.139,28.198,"Inactive","Male","","","",2,1,1,"No","No",32.471,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",4965.933,22.308,"Inactive","Female","","","",2,1,1,"No","No",32.471,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",5105.594,13.01,"Wiggle","Male","Active wiggle","Female","2",2.5,1,1.5,"No","No",87.539,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",5107.779,6.078,"Inactive","Female","","","",2.5,1,1.5,"No","No",87.539,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",5113.858,6.167,"Pose","Female","S pose","Male","Front",2.5,1,1.5,"No","No",87.539,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",5118.605,29.242,"Inactive","Male","","","",2.5,1,1.5,"No","No",87.539,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",5120.026,29.341,"Inactive","Female","","","",2.5,1,1.5,"No","No",87.539,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",5124.014,0,"Move away","Female","","","",2.5,1,1.5,"No","No",87.539,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",5147.848,8.827,"Wiggle","Male","Active wiggle","Female","3",2.5,1,1.5,"No","No",87.539,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",5149.368,5.504,"Pose","Female","S pose","Male","Front",2.5,1,1.5,"No","No",87.539,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",5154.873,36.361,"Inactive","Female","","","",2.5,1,1.5,"No","No",87.539,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",5156.676,34.558,"Inactive","Male","","","",2.5,1,1.5,"No","No",87.539,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",5159.428,0,"Move away","Female","","","",2.5,1,1.5,"No","No",87.539,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",5345.52,7.788,"Wiggle","Male","Active wiggle","Female","2",2,1,1,"No","No",31.714,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",5348.654,26.303,"Inactive","Female","","","",2,1,1,"No","No",31.714,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",5353.309,21.648,"Inactive","Male","","","",2,1,1,"No","No",31.714,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",5358.432,0,"Move away","Female","","","",2,1,1,"No","No",31.714,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",5511.96,8.639,"Wiggle","Female","Active wiggle","Male","2",2,1,1,"No","No",27.345,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",5512.151,26.679,"Inactive","Male","","","",2,1,1,"No","No",27.345,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",5520.6,18.23,"Inactive","Female","","","",2,1,1,"No","No",27.345,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",5658.744,3.512,"Wiggle","Male","Active wiggle","Female","3",3.1,1.2,1.9,"No","No",593.789,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",5659.031,15.472,"Inactive","Female","","","",3.1,1.2,1.9,"No","No",593.789,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",5662.257,11.487,"Inactive","Male","","","",3.1,1.2,1.9,"No","No",593.789,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",5673.745,3.894,"Wiggle","Male","Active wiggle","Female","2",3.1,1.2,1.9,"No","No",593.789,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",5674.504,5.318,"Pose","Female","S pose","Male","Front",3.1,1.2,1.9,"No","No",593.789,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",5677.64,18.325,"Inactive","Male","","","",3.1,1.2,1.9,"No","No",593.789,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",5679.823,49.466,"Inactive","Female","","","",3.1,1.2,1.9,"No","No",593.789,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",5695.966,5.412,"Wiggle","Male","Active wiggle","Female","2",3.1,1.2,1.9,"No","No",593.789,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 02.MTS",5701.379,27.06,"Inactive","Male","","","",3.1,1.2,1.9,"No","No",593.789,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 03.MTS",5728.44,10.724,"Wiggle","Male","Active wiggle","Female","3",3.1,1.2,1.9,"No","No",593.789,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 03.MTS",5729.009,11.581,"Pose","Second female","S pose","Male","Front",3.1,1.2,1.9,"No","No",593.789,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 03.MTS",5729.29,4.842,"Pose","Female","S pose","Female","Front",3.1,1.2,1.9,"No","No",593.789,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 03.MTS",5734.133,75.292,"Inactive","Female","","","",3.1,1.2,1.9,"No","No",593.789,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 03.MTS",5739.165,67.314,"Inactive","Male","","","",3.1,1.2,1.9,"No","No",593.789,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 03.MTS",5740.591,7.404,"Inactive","Second female","","","",3.1,1.2,1.9,"No","No",593.789,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 03.MTS",5747.995,0,"Leave group","Second female","","","",3.1,1.2,1.9,"No","No",593.789,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 03.MTS",5806.48,2.375,"Wiggle","Male","Active wiggle","Female","3",3.1,1.2,1.9,"No","No",593.789,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 03.MTS",5808.856,33.703,"Inactive","Male","","","",3.1,1.2,1.9,"No","No",593.789,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 03.MTS",5809.426,12.532,"Pose","Female","S pose","Male","Front",3.1,1.2,1.9,"No","No",593.789,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 03.MTS",5821.959,49.273,"Inactive","Female","","","",3.1,1.2,1.9,"No","No",593.789,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 03.MTS",5842.56,1.422,"Wiggle","Male","Active wiggle","Female","3",3.1,1.2,1.9,"No","No",593.789,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 03.MTS",5843.983,23.641,"Inactive","Male","","","",3.1,1.2,1.9,"No","No",593.789,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 03.MTS",5867.625,8.166,"Wiggle","Male","Active wiggle","Female","2",3.1,1.2,1.9,"No","No",593.789,"Trial 5","AM","9","5",113.2,94.2,19,0,0
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 03.MTS",5871.233,4.747,"Pose","Female","S pose","Male","Front",3.1,1.2,1.9,"No","No",593.789,"Trial 5","AM","9","5",113.2,94.2,19,0,0
