"media_file_path","time_in_video","Duration","behavior","subject","modifier_1","modifier_2","modifier_3","bout_number","total_time_of_courtship","Trial","Time_of_Day","Date_filmed","Day_filmed"
"D:/Pipefish Mesocosm Film/Trial 8/11-12-20/11-12 Noon 01.MTS",2378.697,230.433,"Inactive","Female","","","",380,231.951,"Trial 8","Noon","11","4"
"D:/Pipefish Mesocosm Film/Trial 8/11-12-20/11-12 Noon 01.MTS",2381.64,45.4780000000001,"Inactive","Male","","","",380,231.951,"Trial 8","Noon","11","4"
"D:/Pipefish Mesocosm Film/Trial 8/11-12-20/11-12 Noon 01.MTS",2427.119,7.68899999999985,"Wiggle","Male","Active wiggle","Female","2",380,231.951,"Trial 8","Noon","11","4"
"D:/Pipefish Mesocosm Film/Trial 8/11-12-20/11-12 Noon 01.MTS",2434.809,75.482,"Inactive","Male","","","",380,231.951,"Trial 8","Noon","11","4"
"D:/Pipefish Mesocosm Film/Trial 8/11-12-20/11-12 Noon 01.MTS",2510.292,2.27800000000025,"Wiggle","Male","Active wiggle","Female","2",380,231.951,"Trial 8","Noon","11","4"
"D:/Pipefish Mesocosm Film/Trial 8/11-12-20/11-12 Noon 01.MTS",2512.571,96.0840000000003,"Inactive","Male","","","",380,231.951,"Trial 8","Noon","11","4"
"D:/Pipefish Mesocosm Film/Trial 8/11-12-20/11-12 Noon 01.MTS",2619.099,33.7999999999997,"Inactive","Female","","","",381,359.636,"Trial 8","Noon","11","4"
"D:/Pipefish Mesocosm Film/Trial 8/11-12-20/11-12 Noon 01.MTS",2628.499,6.54899999999998,"Wiggle","Male","Active wiggle","Female","2",381,359.636,"Trial 8","Noon","11","4"
"D:/Pipefish Mesocosm Film/Trial 8/11-12-20/11-12 Noon 01.MTS",2635.049,93.3310000000001,"Inactive","Male","","","",381,359.636,"Trial 8","Noon","11","4"
"D:/Pipefish Mesocosm Film/Trial 8/11-12-20/11-12 Noon 01.MTS",2652.9,9.58699999999999,"Wiggle","Female","Active wiggle","Male","2",381,359.636,"Trial 8","Noon","11","4"
"D:/Pipefish Mesocosm Film/Trial 8/11-12-20/11-12 Noon 01.MTS",2662.488,139.857,"Inactive","Female","","","",381,359.636,"Trial 8","Noon","11","4"
"D:/Pipefish Mesocosm Film/Trial 8/11-12-20/11-12 Noon 01.MTS",2728.381,2.08600000000024,"Wiggle","Male","Active wiggle","Female","2",381,359.636,"Trial 8","Noon","11","4"
"D:/Pipefish Mesocosm Film/Trial 8/11-12-20/11-12 Noon 01.MTS",2730.468,9.11500000000024,"Inactive","Male","","","",381,359.636,"Trial 8","Noon","11","4"
"D:/Pipefish Mesocosm Film/Trial 8/11-12-20/11-12 Noon 01.MTS",2739.584,6.55000000000018,"Wiggle","Male","Active wiggle","Female","2",381,359.636,"Trial 8","Noon","11","4"
"D:/Pipefish Mesocosm Film/Trial 8/11-12-20/11-12 Noon 01.MTS",2746.135,52.5039999999999,"Inactive","Male","","","",381,359.636,"Trial 8","Noon","11","4"
"D:/Pipefish Mesocosm Film/Trial 8/11-12-20/11-12 Noon 01.MTS",2798.64,2.37699999999995,"Wiggle","Male","Subtle wiggle","Female","2",381,359.636,"Trial 8","Noon","11","4"
"D:/Pipefish Mesocosm Film/Trial 8/11-12-20/11-12 Noon 01.MTS",2801.018,50.6779999999999,"Inactive","Male","","","",381,359.636,"Trial 8","Noon","11","4"
"D:/Pipefish Mesocosm Film/Trial 8/11-12-20/11-12 Noon 01.MTS",2802.346,8.92200000000003,"Wiggle","Female","Active wiggle","Male","2",381,359.636,"Trial 8","Noon","11","4"
"D:/Pipefish Mesocosm Film/Trial 8/11-12-20/11-12 Noon 01.MTS",2811.269,166.517,"Inactive","Female","","","",381,359.636,"Trial 8","Noon","11","4"
"D:/Pipefish Mesocosm Film/Trial 8/11-12-20/11-12 Noon 02.MTS",2851.697,4.55799999999999,"Wiggle","Male","Active wiggle","Female","2",381,359.636,"Trial 8","Noon","11","4"
"D:/Pipefish Mesocosm Film/Trial 8/11-12-20/11-12 Noon 02.MTS",2856.256,43.2930000000001,"Inactive","Male","","","",381,359.636,"Trial 8","Noon","11","4"
"D:/Pipefish Mesocosm Film/Trial 8/11-12-20/11-12 Noon 02.MTS",2899.55,3.13299999999981,"Wiggle","Male","Active wiggle","Female","2",381,359.636,"Trial 8","Noon","11","4"
"D:/Pipefish Mesocosm Film/Trial 8/11-12-20/11-12 Noon 02.MTS",2902.684,15.9499999999998,"Inactive","Male","","","",381,359.636,"Trial 8","Noon","11","4"
"D:/Pipefish Mesocosm Film/Trial 8/11-12-20/11-12 Noon 02.MTS",2918.635,2.46699999999964,"Wiggle","Male","Active wiggle","Female","2",381,359.636,"Trial 8","Noon","11","4"
"D:/Pipefish Mesocosm Film/Trial 8/11-12-20/11-12 Noon 02.MTS",2921.103,56.6819999999998,"Inactive","Male","","","",381,359.636,"Trial 8","Noon","11","4"
"D:/Pipefish Mesocosm Film/Trial 8/11-12-20/11-12 Noon 02.MTS",3045.955,2.37400000000025,"Wiggle","Male","Active wiggle","Male","2",382,471.592,"Trial 8","Noon","11","4"
"D:/Pipefish Mesocosm Film/Trial 8/11-12-20/11-12 Noon 02.MTS",3046.24,12.4390000000003,"Inactive","Female","","","",382,471.592,"Trial 8","Noon","11","4"
"D:/Pipefish Mesocosm Film/Trial 8/11-12-20/11-12 Noon 02.MTS",3048.33,6.17000000000007,"Inactive","Male","","","",382,471.592,"Trial 8","Noon","11","4"
"D:/Pipefish Mesocosm Film/Trial 8/11-12-20/11-12 Noon 02.MTS",3054.501,3.60599999999977,"Wiggle","Male","Active wiggle","Female","2",382,471.592,"Trial 8","Noon","11","4"
"D:/Pipefish Mesocosm Film/Trial 8/11-12-20/11-12 Noon 02.MTS",3058.108,85.4499999999998,"Inactive","Male","","","",382,471.592,"Trial 8","Noon","11","4"
"D:/Pipefish Mesocosm Film/Trial 8/11-12-20/11-12 Noon 02.MTS",3058.68,10.252,"Wiggle","Female","Active wiggle","Male","2",382,471.592,"Trial 8","Noon","11","4"
"D:/Pipefish Mesocosm Film/Trial 8/11-12-20/11-12 Noon 02.MTS",3068.933,272.395,"Inactive","Female","","","",382,471.592,"Trial 8","Noon","11","4"
"D:/Pipefish Mesocosm Film/Trial 8/11-12-20/11-12 Noon 02.MTS",3143.559,2.27799999999979,"Wiggle","Male","Active wiggle","Female","3",382,471.592,"Trial 8","Noon","11","4"
"D:/Pipefish Mesocosm Film/Trial 8/11-12-20/11-12 Noon 02.MTS",3145.838,7.40299999999979,"Inactive","Male","","","",382,471.592,"Trial 8","Noon","11","4"
"D:/Pipefish Mesocosm Film/Trial 8/11-12-20/11-12 Noon 02.MTS",3153.242,5.98099999999977,"Wiggle","Male","Active wiggle","Female","2",382,471.592,"Trial 8","Noon","11","4"
"D:/Pipefish Mesocosm Film/Trial 8/11-12-20/11-12 Noon 02.MTS",3159.224,67.5070000000001,"Inactive","Male","","","",382,471.592,"Trial 8","Noon","11","4"
"D:/Pipefish Mesocosm Film/Trial 8/11-12-20/11-12 Noon 02.MTS",3226.732,2.75199999999995,"Wiggle","Male","Active wiggle","Female","2",382,471.592,"Trial 8","Noon","11","4"
"D:/Pipefish Mesocosm Film/Trial 8/11-12-20/11-12 Noon 02.MTS",3229.485,67.2190000000001,"Inactive","Male","","","",382,471.592,"Trial 8","Noon","11","4"
"D:/Pipefish Mesocosm Film/Trial 8/11-12-20/11-12 Noon 02.MTS",3296.705,1.99499999999989,"Wiggle","Male","Active wiggle","Female","3",382,471.592,"Trial 8","Noon","11","4"
"D:/Pipefish Mesocosm Film/Trial 8/11-12-20/11-12 Noon 02.MTS",3298.701,31.0450000000001,"Inactive","Male","","","",382,471.592,"Trial 8","Noon","11","4"
"D:/Pipefish Mesocosm Film/Trial 8/11-12-20/11-12 Noon 02.MTS",3329.747,2.4680000000003,"Wiggle","Male","Active wiggle","Female","2",382,471.592,"Trial 8","Noon","11","4"
"D:/Pipefish Mesocosm Film/Trial 8/11-12-20/11-12 Noon 02.MTS",3332.216,39.779,"Inactive","Male","","","",382,471.592,"Trial 8","Noon","11","4"
"D:/Pipefish Mesocosm Film/Trial 8/11-12-20/11-12 Noon 02.MTS",3341.329,10.0659999999998,"Wiggle","Female","Active wiggle","Male","2",382,471.592,"Trial 8","Noon","11","4"
"D:/Pipefish Mesocosm Film/Trial 8/11-12-20/11-12 Noon 02.MTS",3351.396,164.16,"Inactive","Female","","","",382,471.592,"Trial 8","Noon","11","4"
"D:/Pipefish Mesocosm Film/Trial 8/11-12-20/11-12 Noon 02.MTS",3371.996,6.36000000000013,"Wiggle","Male","Active wiggle","Female","2",382,471.592,"Trial 8","Noon","11","4"
"D:/Pipefish Mesocosm Film/Trial 8/11-12-20/11-12 Noon 02.MTS",3378.357,137.291,"Inactive","Male","","","",382,471.592,"Trial 8","Noon","11","4"
"D:/Pipefish Mesocosm Film/Trial 8/11-12-20/11-12 Noon 02.MTS",3525.807,5.12800000000016,"Wiggle","Male","Active wiggle","Female","2",383,79.6799999999998,"Trial 8","Noon","11","4"
"D:/Pipefish Mesocosm Film/Trial 8/11-12-20/11-12 Noon 02.MTS",3526.474,64.9400000000001,"Inactive","Female","","","",383,79.6799999999998,"Trial 8","Noon","11","4"
"D:/Pipefish Mesocosm Film/Trial 8/11-12-20/11-12 Noon 02.MTS",3530.936,60.7629999999999,"Inactive","Male","","","",383,79.6799999999998,"Trial 8","Noon","11","4"
"D:/Pipefish Mesocosm Film/Trial 8/11-12-20/11-12 Noon 02.MTS",3591.415,8.16400000000021,"Pose","Female","S pose","Male","Front",383,79.6799999999998,"Trial 8","Noon","11","4"
"D:/Pipefish Mesocosm Film/Trial 8/11-12-20/11-12 Noon 02.MTS",3591.7,7.3100000000004,"Wiggle","Male","Active wiggle","Female","2",383,79.6799999999998,"Trial 8","Noon","11","4"
"D:/Pipefish Mesocosm Film/Trial 8/11-12-20/11-12 Noon 02.MTS",3599.011,4.17700000000013,"Inactive","Male","","","",383,79.6799999999998,"Trial 8","Noon","11","4"
"D:/Pipefish Mesocosm Film/Trial 8/11-12-20/11-12 Noon 02.MTS",3599.58,3.99299999999994,"Inactive","Female","","","",383,79.6799999999998,"Trial 8","Noon","11","4"
"D:/Pipefish Mesocosm Film/Trial 8/13-12-20/13-12 AM 01.MTS",448.086,7.12099999999998,"Wiggle","Male","Active wiggle","Female","2",384,36.224,"Trial 8","AM","13","6"
"D:/Pipefish Mesocosm Film/Trial 8/13-12-20/13-12 AM 01.MTS",448.276,8.25799999999998,"Pose","Female","S pose","Male","Front",384,36.224,"Trial 8","AM","13","6"
"D:/Pipefish Mesocosm Film/Trial 8/13-12-20/13-12 AM 01.MTS",455.208,27.816,"Inactive","Male","","","",384,36.224,"Trial 8","AM","13","6"
"D:/Pipefish Mesocosm Film/Trial 8/13-12-20/13-12 AM 01.MTS",456.535,27.058,"Inactive","Female","","","",384,36.224,"Trial 8","AM","13","6"
"D:/Pipefish Mesocosm Film/Trial 8/13-12-20/13-12 Noon 01.MTS",2.89,9.303,"Pose","Female","S pose","Male","Front",385,68.834,"Trial 8","Noon","13","6"
"D:/Pipefish Mesocosm Film/Trial 8/13-12-20/13-12 Noon 01.MTS",3.746,20.85,"Inactive","Male","","","",385,68.834,"Trial 8","Noon","13","6"
"D:/Pipefish Mesocosm Film/Trial 8/13-12-20/13-12 Noon 01.MTS",12.194,58.961,"Inactive","Female","","","",385,68.834,"Trial 8","Noon","13","6"
"D:/Pipefish Mesocosm Film/Trial 8/13-12-20/13-12 Noon 01.MTS",24.597,2.596,"Wiggle","Male","Subtle wiggle","Female","2",385,68.834,"Trial 8","Noon","13","6"
"D:/Pipefish Mesocosm Film/Trial 8/13-12-20/13-12 Noon 01.MTS",27.194,44.152,"Inactive","Male","","","",385,68.834,"Trial 8","Noon","13","6"
"D:/Pipefish Mesocosm Film/Trial 8/13-12-20/13-12 Noon 01.MTS",95.176,3.324,"Wiggle","Male","Active wiggle","Female","2",386,28.488,"Trial 8","Noon","13","6"
"D:/Pipefish Mesocosm Film/Trial 8/13-12-20/13-12 Noon 01.MTS",96.887,4.45999999999999,"Inactive","Female","","","",386,28.488,"Trial 8","Noon","13","6"
"D:/Pipefish Mesocosm Film/Trial 8/13-12-20/13-12 Noon 01.MTS",98.501,25.16,"Inactive","Male","","","",386,28.488,"Trial 8","Noon","13","6"
"D:/Pipefish Mesocosm Film/Trial 8/13-12-20/13-12 Noon 01.MTS",101.348,6.931,"Pose","Female","S pose","Male","Front",386,28.488,"Trial 8","Noon","13","6"
"D:/Pipefish Mesocosm Film/Trial 8/13-12-20/13-12 Noon 01.MTS",108.28,15.381,"Inactive","Female","","","",386,28.488,"Trial 8","Noon","13","6"
"D:/Pipefish Mesocosm Film/Trial 8/13-12-20/13-12 Noon 01.MTS",225.441,4.84100000000001,"Wiggle","Male","Active wiggle","Female","2",387,65.036,"Trial 8","Noon","13","6"
"D:/Pipefish Mesocosm Film/Trial 8/13-12-20/13-12 Noon 01.MTS",227.909,62.377,"Inactive","Female","","","",387,65.036,"Trial 8","Noon","13","6"
"D:/Pipefish Mesocosm Film/Trial 8/13-12-20/13-12 Noon 01.MTS",230.283,60.099,"Inactive","Male","","","",387,65.036,"Trial 8","Noon","13","6"
"D:/Pipefish Mesocosm Film/Trial 8/13-12-20/13-12 Noon 01.MTS",312.694,5.601,"Wiggle","Male","Active wiggle","Female","2",388,14.335,"Trial 8","Noon","13","6"
"D:/Pipefish Mesocosm Film/Trial 8/13-12-20/13-12 Noon 01.MTS",313.358,13.007,"Inactive","Female","","","",388,14.335,"Trial 8","Noon","13","6"
"D:/Pipefish Mesocosm Film/Trial 8/13-12-20/13-12 Noon 01.MTS",318.296,7.97399999999999,"Inactive","Male","","","",388,14.335,"Trial 8","Noon","13","6"
"D:/Pipefish Mesocosm Film/Trial 8/13-12-20/13-12 Noon 01.MTS",578.159,3.98800000000006,"Wiggle","Male","Active wiggle","Female","2",389,51.225,"Trial 8","Noon","13","6"
"D:/Pipefish Mesocosm Film/Trial 8/13-12-20/13-12 Noon 01.MTS",579.299,4.27200000000005,"Inactive","Female","","","",389,51.225,"Trial 8","Noon","13","6"
"D:/Pipefish Mesocosm Film/Trial 8/13-12-20/13-12 Noon 01.MTS",582.148,45.193,"Inactive","Male","","","",389,51.225,"Trial 8","Noon","13","6"
"D:/Pipefish Mesocosm Film/Trial 8/13-12-20/13-12 Noon 01.MTS",583.572,4.55499999999995,"Pose","Female","S pose","Male","Front",389,51.225,"Trial 8","Noon","13","6"
"D:/Pipefish Mesocosm Film/Trial 8/13-12-20/13-12 Noon 01.MTS",588.128,8.82999999999993,"Inactive","Female","","","",389,51.225,"Trial 8","Noon","13","6"
"D:/Pipefish Mesocosm Film/Trial 8/13-12-20/13-12 Noon 01.MTS",596.959,2.56200000000001,"Pose","Female","S pose","Male","Front",389,51.225,"Trial 8","Noon","13","6"
"D:/Pipefish Mesocosm Film/Trial 8/13-12-20/13-12 Noon 01.MTS",599.522,28.4829999999999,"Inactive","Female","","","",389,51.225,"Trial 8","Noon","13","6"
"D:/Pipefish Mesocosm Film/Trial 8/13-12-20/13-12 Noon 01.MTS",683.358,4.08200000000011,"Pose","Female","S pose","Male","Front",390,83.55,"Trial 8","Noon","13","6"
"D:/Pipefish Mesocosm Film/Trial 8/13-12-20/13-12 Noon 01.MTS",683.929,4.27100000000007,"Inactive","Male","","","",390,83.55,"Trial 8","Noon","13","6"
"D:/Pipefish Mesocosm Film/Trial 8/13-12-20/13-12 Noon 01.MTS",687.441,4.55599999999993,"Inactive","Female","","","",390,83.55,"Trial 8","Noon","13","6"
"D:/Pipefish Mesocosm Film/Trial 8/13-12-20/13-12 Noon 01.MTS",688.201,3.13199999999995,"Wiggle","Male","Active wiggle","Female","2",390,83.55,"Trial 8","Noon","13","6"
"D:/Pipefish Mesocosm Film/Trial 8/13-12-20/13-12 Noon 01.MTS",691.334,74.248,"Inactive","Male","","","",390,83.55,"Trial 8","Noon","13","6"
"D:/Pipefish Mesocosm Film/Trial 8/13-12-20/13-12 Noon 01.MTS",691.998,3.79899999999998,"Pose","Female","S pose","Male","Front",390,83.55,"Trial 8","Noon","13","6"
"D:/Pipefish Mesocosm Film/Trial 8/13-12-20/13-12 Noon 01.MTS",695.798,69.783,"Inactive","Female","","","",390,83.55,"Trial 8","Noon","13","6"
"D:/Pipefish Mesocosm Film/Trial 8/13-12-20/13-12 Noon 01.MTS",905.531,8.92400000000009,"Pose","Female","S pose","Male","Front",391,113.174,"Trial 8","Noon","13","6"
"D:/Pipefish Mesocosm Film/Trial 8/13-12-20/13-12 Noon 01.MTS",906.291,4.45999999999992,"Wiggle","Male","Active wiggle","Female","2",391,113.174,"Trial 8","Noon","13","6"
"D:/Pipefish Mesocosm Film/Trial 8/13-12-20/13-12 Noon 01.MTS",910.752,8.83000000000004,"Inactive","Male","","","",391,113.174,"Trial 8","Noon","13","6"
"D:/Pipefish Mesocosm Film/Trial 8/13-12-20/13-12 Noon 01.MTS",914.456,62.756,"Inactive","Female","","","",391,113.174,"Trial 8","Noon","13","6"
"D:/Pipefish Mesocosm Film/Trial 8/13-12-20/13-12 Noon 01.MTS",919.583,1.80399999999997,"Wiggle","Male","Active wiggle","Female","2",391,113.174,"Trial 8","Noon","13","6"
"D:/Pipefish Mesocosm Film/Trial 8/13-12-20/13-12 Noon 01.MTS",921.388,96.9359999999999,"Inactive","Male","","","",391,113.174,"Trial 8","Noon","13","6"
"D:/Pipefish Mesocosm Film/Trial 8/13-12-20/13-12 Noon 01.MTS",977.213,7.78399999999999,"Pose","Female","S pose","Male","Front",391,113.174,"Trial 8","Noon","13","6"
"D:/Pipefish Mesocosm Film/Trial 8/13-12-20/13-12 Noon 01.MTS",984.998,33.327,"Inactive","Female","","","",391,113.174,"Trial 8","Noon","13","6"
"D:/Pipefish Mesocosm Film/Trial 8/13-12-20/13-12 Noon 01.MTS",1175.555,3.03599999999983,"Pose","Female","S pose","Male","Front",392,130.168,"Trial 8","Noon","13","6"
"D:/Pipefish Mesocosm Film/Trial 8/13-12-20/13-12 Noon 01.MTS",1176.979,7.7829999999999,"Wiggle","Male","Active wiggle","Female","2",392,130.168,"Trial 8","Noon","13","6"
"D:/Pipefish Mesocosm Film/Trial 8/13-12-20/13-12 Noon 01.MTS",1178.592,59.53,"Inactive","Female","","","",392,130.168,"Trial 8","Noon","13","6"
"D:/Pipefish Mesocosm Film/Trial 8/13-12-20/13-12 Noon 01.MTS",1184.763,120.867,"Inactive","Male","","","",392,130.168,"Trial 8","Noon","13","6"
"D:/Pipefish Mesocosm Film/Trial 8/13-12-20/13-12 Noon 01.MTS",1238.123,7.11899999999991,"Pose","Female","S pose","Male","Front",392,130.168,"Trial 8","Noon","13","6"
"D:/Pipefish Mesocosm Film/Trial 8/13-12-20/13-12 Noon 01.MTS",1245.243,60.1950000000002,"Inactive","Female","","","",392,130.168,"Trial 8","Noon","13","6"
"D:/Pipefish Mesocosm Film/Trial 8/13-12-20/13-12 Noon 01.MTS",1339.146,23.0710000000001,"Inactive","Female","","","",393,23.356,"Trial 8","Noon","13","6"
"D:/Pipefish Mesocosm Film/Trial 8/13-12-20/13-12 Noon 01.MTS",1339.146,3.41599999999994,"Wiggle","Male","Active wiggle","Female","3",393,23.356,"Trial 8","Noon","13","6"
"D:/Pipefish Mesocosm Film/Trial 8/13-12-20/13-12 Noon 01.MTS",1342.563,19.654,"Inactive","Male","","","",393,23.356,"Trial 8","Noon","13","6"
"D:/Pipefish Mesocosm Film/Trial 8/13-12-20/13-12 Noon 01.MTS",1527.23,13.9580000000001,"Pose","Female","S pose","Male","Front",394,94.7570000000001,"Trial 8","Noon","13","6"
"D:/Pipefish Mesocosm Film/Trial 8/13-12-20/13-12 Noon 01.MTS",1527.896,42.4400000000001,"Inactive","Male","","","",394,94.7570000000001,"Trial 8","Noon","13","6"
"D:/Pipefish Mesocosm Film/Trial 8/13-12-20/13-12 Noon 01.MTS",1541.189,29.0519999999999,"Inactive","Female","","","",394,94.7570000000001,"Trial 8","Noon","13","6"
"D:/Pipefish Mesocosm Film/Trial 8/13-12-20/13-12 Noon 01.MTS",1570.242,2.65599999999995,"Pose","Female","S pose","Male","Front",394,94.7570000000001,"Trial 8","Noon","13","6"
"D:/Pipefish Mesocosm Film/Trial 8/13-12-20/13-12 Noon 01.MTS",1570.337,3.03500000000008,"Wiggle","Male","Active wiggle","Female","2",394,94.7570000000001,"Trial 8","Noon","13","6"
"D:/Pipefish Mesocosm Film/Trial 8/13-12-20/13-12 Noon 01.MTS",1572.899,47.759,"Inactive","Female","","","",394,94.7570000000001,"Trial 8","Noon","13","6"
"D:/Pipefish Mesocosm Film/Trial 8/13-12-20/13-12 Noon 01.MTS",1573.373,47.2849999999999,"Inactive","Male","","","",394,94.7570000000001,"Trial 8","Noon","13","6"
"D:/Pipefish Mesocosm Film/Trial 8/13-12-20/13-12 Noon 01.MTS",1765.637,5.12599999999998,"Pose","Female","S pose","Male","Front",395,18.4190000000001,"Trial 8","Noon","13","6"
"D:/Pipefish Mesocosm Film/Trial 8/13-12-20/13-12 Noon 01.MTS",1765.637,17.8510000000001,"Inactive","Male","","","",395,18.4190000000001,"Trial 8","Noon","13","6"
"D:/Pipefish Mesocosm Film/Trial 8/13-12-20/13-12 Noon 01.MTS",1770.764,12.7240000000002,"Inactive","Female","","","",395,18.4190000000001,"Trial 8","Noon","13","6"
"D:/Pipefish Mesocosm Film/Trial 8/13-12-20/13-12 Noon 01.MTS",1876.819,19.1790000000001,"Inactive","Female","","","",396,19.556,"Trial 8","Noon","13","6"
"D:/Pipefish Mesocosm Film/Trial 8/13-12-20/13-12 Noon 01.MTS",1876.819,5.78899999999999,"Wiggle","Male","Active wiggle","Female","2",396,19.556,"Trial 8","Noon","13","6"
"D:/Pipefish Mesocosm Film/Trial 8/13-12-20/13-12 Noon 01.MTS",1882.609,13.3890000000001,"Inactive","Male","","","",396,19.556,"Trial 8","Noon","13","6"
"D:/Pipefish Mesocosm Film/Trial 8/13-12-20/13-12 Noon 01.MTS",2351.543,3.41799999999967,"Pose","Female","S pose","Male","Front",397,25.826,"Trial 8","Noon","13","6"
"D:/Pipefish Mesocosm Film/Trial 8/13-12-20/13-12 Noon 01.MTS",2352.304,24.2089999999998,"Inactive","Male","","","",397,25.826,"Trial 8","Noon","13","6"
"D:/Pipefish Mesocosm Film/Trial 8/13-12-20/13-12 Noon 01.MTS",2354.962,21.3609999999999,"Inactive","Female","","","",397,25.826,"Trial 8","Noon","13","6"
"D:/Pipefish Mesocosm Film/Trial 8/13-12-20/13-12 Noon 01.MTS",2774.524,13.8620000000001,"Wiggle","Female","Active wiggle","Male","2",398,108.236,"Trial 8","Noon","13","6"
"D:/Pipefish Mesocosm Film/Trial 8/13-12-20/13-12 Noon 01.MTS",2775.664,57.8209999999999,"Inactive","Male","","","",398,108.236,"Trial 8","Noon","13","6"
"D:/Pipefish Mesocosm Film/Trial 8/13-12-20/13-12 Noon 01.MTS",2788.387,5.69299999999976,"Inactive","Female","","","",398,108.236,"Trial 8","Noon","13","6"
"D:/Pipefish Mesocosm Film/Trial 8/13-12-20/13-12 Noon 01.MTS",2794.081,6.26699999999983,"Pose","Female","S pose","Male","Front",398,108.236,"Trial 8","Noon","13","6"
"D:/Pipefish Mesocosm Film/Trial 8/13-12-20/13-12 Noon 01.MTS",2800.349,80.703,"Inactive","Female","","","",398,108.236,"Trial 8","Noon","13","6"
"D:/Pipefish Mesocosm Film/Trial 8/13-12-20/13-12 Noon 02.MTS",2833.486,2.46600000000035,"Wiggle","Male","Active wiggle","Female","2",398,108.236,"Trial 8","Noon","13","6"
"D:/Pipefish Mesocosm Film/Trial 8/13-12-20/13-12 Noon 02.MTS",2835.953,45.0999999999999,"Inactive","Male","","","",398,108.236,"Trial 8","Noon","13","6"
"D:/Pipefish Mesocosm Film/Trial 8/13-12-20/13-12 Noon 02.MTS",3120.693,4.46299999999974,"Wiggle","Female","Active wiggle","Male","2",399,17.1849999999999,"Trial 8","Noon","13","6"
"D:/Pipefish Mesocosm Film/Trial 8/13-12-20/13-12 Noon 02.MTS",3121.643,15.8559999999998,"Inactive","Male","","","",399,17.1849999999999,"Trial 8","Noon","13","6"
"D:/Pipefish Mesocosm Film/Trial 8/13-12-20/13-12 Noon 02.MTS",3125.157,6.54999999999973,"Pose","Female","S pose","Male","Front",399,17.1849999999999,"Trial 8","Noon","13","6"
"D:/Pipefish Mesocosm Film/Trial 8/13-12-20/13-12 Noon 02.MTS",3131.708,5.69499999999971,"Inactive","Female","","","",399,17.1849999999999,"Trial 8","Noon","13","6"
"D:/Pipefish Mesocosm Film/Trial 8/14-12-20/14-12 Noon 01.MTS",86.156,9.684,"Pose","Female","S pose","Male","Front",400,69.407,"Trial 8","Noon","14","7"
"D:/Pipefish Mesocosm Film/Trial 8/14-12-20/14-12 Noon 01.MTS",87.01,1.70999999999999,"Inactive","Male","","","",400,69.407,"Trial 8","Noon","14","7"
"D:/Pipefish Mesocosm Film/Trial 8/14-12-20/14-12 Noon 01.MTS",88.721,6.929,"Wiggle","Male","Subtle wiggle","Female","2",400,69.407,"Trial 8","Noon","14","7"
"D:/Pipefish Mesocosm Film/Trial 8/14-12-20/14-12 Noon 01.MTS",95.651,59.91,"Inactive","Male","","","",400,69.407,"Trial 8","Noon","14","7"
"D:/Pipefish Mesocosm Film/Trial 8/14-12-20/14-12 Noon 01.MTS",95.841,59.72,"Inactive","Female","","","",400,69.407,"Trial 8","Noon","14","7"
"D:/Pipefish Mesocosm Film/Trial 8/14-12-20/14-12 Noon 01.MTS",190.218,2.27700000000002,"Wiggle","Female","Active wiggle","Male","2",401,62.473,"Trial 8","Noon","14","7"
"D:/Pipefish Mesocosm Film/Trial 8/14-12-20/14-12 Noon 01.MTS",190.785,2.75399999999999,"Inactive","Male","","","",401,62.473,"Trial 8","Noon","14","7"
"D:/Pipefish Mesocosm Film/Trial 8/14-12-20/14-12 Noon 01.MTS",192.496,60.193,"Inactive","Female","","","",401,62.473,"Trial 8","Noon","14","7"
"D:/Pipefish Mesocosm Film/Trial 8/14-12-20/14-12 Noon 01.MTS",193.54,5.41,"Wiggle","Male","Active wiggle","Female","33",401,62.473,"Trial 8","Noon","14","7"
"D:/Pipefish Mesocosm Film/Trial 8/14-12-20/14-12 Noon 01.MTS",198.951,53.738,"Inactive","Male","","","",401,62.473,"Trial 8","Noon","14","7"
"D:/Pipefish Mesocosm Film/Trial 8/14-12-20/14-12 Noon 01.MTS",335.955,5.51300000000003,"Wiggle","Male","Active wiggle","Female","2",402,36.84,"Trial 8","Noon","14","7"
"D:/Pipefish Mesocosm Film/Trial 8/14-12-20/14-12 Noon 01.MTS",336.527,35.983,"Inactive","Female","","","",402,36.84,"Trial 8","Noon","14","7"
"D:/Pipefish Mesocosm Film/Trial 8/14-12-20/14-12 Noon 01.MTS",341.469,6.82800000000003,"Inactive","Male","","","",402,36.84,"Trial 8","Noon","14","7"
"D:/Pipefish Mesocosm Film/Trial 8/14-12-20/14-12 Noon 01.MTS",348.298,2.75400000000002,"Wiggle","Male","Active wiggle","Female","2",402,36.84,"Trial 8","Noon","14","7"
"D:/Pipefish Mesocosm Film/Trial 8/14-12-20/14-12 Noon 01.MTS",351.053,1.67599999999999,"Inactive","Male","","","",402,36.84,"Trial 8","Noon","14","7"
"D:/Pipefish Mesocosm Film/Trial 8/14-12-20/14-12 Noon 01.MTS",352.73,1.07599999999996,"Wiggle","Male","Active wiggle","Female","2",402,36.84,"Trial 8","Noon","14","7"
"D:/Pipefish Mesocosm Film/Trial 8/14-12-20/14-12 Noon 01.MTS",353.807,18.703,"Inactive","Male","","","",402,36.84,"Trial 8","Noon","14","7"
