"media_file_path","time_in_video","Duration","behavior","subject","modifier_1","modifier_2","modifier_3","bout_number","total_time_of_courtship","Trial","Time_of_Day","Date_filmed","Day_filmed"
"D:/Pipefish Mesocosm Film/Trial 10/12-12-20/12-12 AM 02.MTS",5406.21,4.07700000000023,"Wiggle","Female","Active wiggle","Male","2",1,24.8710000000001,"Trial 10","AM","12","3"
"D:/Pipefish Mesocosm Film/Trial 10/12-12-20/12-12 AM 02.MTS",5406.21,24.491,"Inactive","Male","","","",1,24.8710000000001,"Trial 10","AM","12","3"
"D:/Pipefish Mesocosm Film/Trial 10/12-12-20/12-12 AM 02.MTS",5410.288,20.4130000000005,"Inactive","Female","","","",1,24.8710000000001,"Trial 10","AM","12","3"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 01.MTS",58.241,5.98,"Wiggle","Female","Active wiggle","Male","3",2,55.922,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 01.MTS",59.949,53.835,"Inactive","Male","","","",2,55.922,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 01.MTS",64.222,3.798,"Pose","Female","Non-s pose","Male","Front",2,55.922,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 01.MTS",67.641,0,"Move away","Male","","","",2,55.922,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 01.MTS",68.021,46.138,"Inactive","Female","","","",2,55.922,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 01.MTS",78.558,0,"Touch","Female","","","",2,55.922,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 01.MTS",89,0,"Move away","Male","","","",2,55.922,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 01.MTS",404.314,6.35999999999996,"Pose","Female","S pose","Female","Front",3,21.362,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 01.MTS",409.916,0,"Touch","Second female","","","",3,21.362,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 01.MTS",410.675,11.015,"Inactive","Female","","","",3,21.362,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 01.MTS",414.188,0,"Move away","Second female","","","",3,21.362,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 01.MTS",418.84,0,"Move away","Female","","","",3,21.362,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 01.MTS",1342.561,9.33000000000015,"Pose","Female","S pose","Male","Front",4,32.0919999999999,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 01.MTS",1342.94,31.3319999999999,"Inactive","Male","","","",4,32.0919999999999,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 01.MTS",1349.208,0,"Move away","Male","","","",4,32.0919999999999,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 01.MTS",1351.892,22.287,"Inactive","Female","","","",4,32.0919999999999,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 01.MTS",1730.315,12.249,"Pose","Female","S pose","Female","Front",5,37.787,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 01.MTS",1730.981,7.69100000000003,"Pose","Second female","S pose","Female","Front",5,37.787,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 01.MTS",1738.673,22.9759999999999,"Inactive","Second female","","","",5,37.787,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 01.MTS",1742.565,16.3299999999999,"Inactive","Female","","","",5,37.787,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 01.MTS",1744.275,0,"Move away","Female","","","",5,37.787,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 01.MTS",2701.89,2.84900000000016,"Wiggle","Male","Active wiggle","Male","3",6,141.142,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 01.MTS",2703.504,3.98599999999988,"Inactive","Female","","","",6,141.142,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 01.MTS",2704.74,55.8230000000003,"Inactive","Male","","","",6,141.142,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 01.MTS",2707.491,5.31500000000005,"Wiggle","Female","Active wiggle","Male","2",6,141.142,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 01.MTS",2712.807,128.082,"Inactive","Female","","","",6,141.142,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 01.MTS",2720.593,0,"Move away","Male","","","",6,141.142,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 01.MTS",2760.564,2.85500000000002,"Wiggle","Male","Subtle wiggle","Female","3",6,141.142,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 01.MTS",2763.42,6.92399999999998,"Inactive","Male","","","",6,141.142,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 01.MTS",2765.503,0,"Move away","Female","","","",6,141.142,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 01.MTS",2770.345,14.8090000000002,"Surrounding","Male","","","",6,141.142,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 01.MTS",2770.726,5.5029999999997,"Wiggle","Second female","Active wiggle","Male","3",6,141.142,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 01.MTS",2776.23,2.65999999999985,"Pose","Second female","Non-s pose","Male","Front",6,141.142,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 01.MTS",2778.891,61.998,"Inactive","Second female","","","",6,141.142,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 01.MTS",2779.175,0,"Move away","Second female","","","",6,141.142,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 01.MTS",2785.155,55.828,"Inactive","Male","","","",6,141.142,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 01.MTS",2796.265,0,"Touch","Male","","","",6,141.142,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 01.MTS",2808.798,0,"Move away","Second female","","","",6,141.142,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",127.836,9.11399999999999,"Inactive","Female","","","",7,73.109,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",129.546,4.74700000000001,"Wiggle","Male","Subtle wiggle","Female","4",7,73.109,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",134.294,64.183,"Inactive","Male","","","",7,73.109,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",136.951,5.792,"Wiggle","Female","Active wiggle","Male","3",7,73.109,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",142.744,8.828,"Inactive","Female","","","",7,73.109,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",151.573,4.17699999999999,"Wiggle","Female","Active wiggle","Male","3",7,73.109,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",155.751,42.725,"Inactive","Female","","","",7,73.109,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",168.855,0,"Move away","Male","","","",7,73.109,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",266.93,67.413,"Inactive","Female","","","",8,69.406,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",268.735,3.32499999999999,"Wiggle","Male","Active wiggle","Female","3",8,69.406,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",272.061,62.282,"Inactive","Male","","","",8,69.406,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",306.618,0,"Move away","Female","","","",8,69.406,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",334.342,0,"Move away","Female","","","",8,69.406,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",352.289,63.77,"Inactive","Female","","","",9,64.77,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",352.289,3.60700000000003,"Wiggle","Male","Active wiggle","Female","3",9,64.77,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",355.897,23.733,"Inactive","Male","","","",9,64.77,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",365.203,0,"Move away","Male","","","",9,64.77,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",378.681,0,"Move away","Female","","","",9,64.77,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",379.631,36.4280000000001,"Surrounding","Male","","","",9,64.77,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",379.918,0,"Move away","Female","","","",9,64.77,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",398.241,0,"Move away","Female","","","",9,64.77,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",398.872,0,"Move away","Female","","","",9,64.77,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",474.482,1.42399999999998,"Wiggle","Female","Subtle wiggle","Male","2",10,347.596,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",474.482,28.222,"Inactive","Male","","","",10,347.596,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",475.907,74.91,"Inactive","Female","","","",10,347.596,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",502.705,5.67000000000002,"Wiggle","Male","Active wiggle","Female","2",10,347.596,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",508.376,17.187,"Surrounding","Male","","","",10,347.596,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",525.564,11.01,"Inactive","Male","","","",10,347.596,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",536.575,1.04399999999998,"Wiggle","Male","Subtle wiggle","Female","2",10,347.596,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",537.62,14.999,"Inactive","Male","","","",10,347.596,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",550.818,2.625,"Wiggle","Female","Active wiggle","Male","3",10,347.596,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",552.62,2.85000000000002,"Wiggle","Male","Subtle wiggle","Female","3",10,347.596,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",553.444,4.78000000000009,"Pose","Female","S pose","Male","Front",10,347.596,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",555.471,2.18299999999999,"Inactive","Male","","","",10,347.596,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",557.655,2.85000000000002,"Wiggle","Male","Active wiggle","Female","5",10,347.596,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",558.225,13.672,"Inactive","Female","","","",10,347.596,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",560.506,29.431,"Inactive","Male","","","",10,347.596,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",571.898,1.04499999999996,"Wiggle","Female","Subtle wiggle","Male","3",10,347.596,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",572.944,27.5310000000001,"Inactive","Female","","","",10,347.596,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",589.938,3.28700000000003,"Wiggle","Male","Active wiggle","Female","3",10,347.596,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",593.226,3.072,"Inactive","Male","","","",10,347.596,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",596.299,4.17600000000004,"Wiggle","Male","Active wiggle","Female","3",10,347.596,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",600.476,3.70299999999997,"Wiggle","Female","Active wiggle","Male","3",10,347.596,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",600.476,58.391,"Inactive","Male","","","",10,347.596,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",604.18,128.076,"Inactive","Female","","","",10,347.596,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",606.231,0,"Touch","Male","","","",10,347.596,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",647.687,0,"Move away","Male","","","",10,347.596,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",658.868,3.03599999999994,"Wiggle","Male","Active wiggle","Female","3",10,347.596,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",661.905,10.918,"Inactive","Male","","","",10,347.596,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",672.824,1.73599999999999,"Wiggle","Male","Active wiggle","Female","3",10,347.596,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",674.561,31.1129999999999,"Inactive","Male","","","",10,347.596,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",705.675,2.46500000000003,"Wiggle","Male","Active wiggle","Female","2",10,347.596,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",708.141,7.404,"Inactive","Male","","","",10,347.596,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",715.546,7.02599999999995,"Surrounding","Male","","","",10,347.596,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",722.573,33.989,"Inactive","Male","","","",10,347.596,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",732.257,0.379999999999995,"Wiggle","Female","Subtle wiggle","Male","3",10,347.596,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",732.638,89.438,"Inactive","Female","","","",10,347.596,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",756.563,4.27099999999996,"Wiggle","Male","Active wiggle","Female","3",10,347.596,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",760.835,61.241,"Inactive","Male","","","",10,347.596,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",871.069,133.205,"Inactive","Female","","","",11,133.207,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",871.069,4.08000000000004,"Wiggle","Male","Active wiggle","Female","3",11,133.207,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",875.15,61.2380000000001,"Inactive","Male","","","",11,133.207,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",936.389,3.702,"Wiggle","Male","Active wiggle","Female","3",11,133.207,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",940.092,37.1220000000001,"Inactive","Male","","","",11,133.207,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",954.523,0,"Follow","Male","","","",11,133.207,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",977.215,27.059,"Surrounding","Male","","","",11,133.207,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",983.101,0,"Move away","Female","","","",11,133.207,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",990.604,0,"Follow","Male","","","",11,133.207,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",1192.645,6.74000000000001,"Wiggle","Male","Active wiggle","Female","3",12,63.8040000000001,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",1193.027,61.6859999999999,"Inactive","Female","","","",12,63.8040000000001,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",1199.386,55.3520000000001,"Inactive","Male","","","",12,63.8040000000001,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",1238.032,0,"Move away","Female","","","",12,63.8040000000001,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",1335.538,1.89799999999991,"Wiggle","Male","Active wiggle","Female","2",13,79.6569999999999,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",1335.539,4.83999999999992,"Pose","Female","Non-s pose","Male","Front",13,79.6569999999999,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",1337.437,24.8760000000002,"Inactive","Male","","","",13,79.6569999999999,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",1340.38,30.6669999999999,"Inactive","Female","","","",13,79.6569999999999,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",1362.314,5.03099999999995,"Wiggle","Male","Active wiggle","Female","2",13,79.6569999999999,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",1367.346,45.097,"Inactive","Male","","","",13,79.6569999999999,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",1371.048,3.91100000000006,"Pose","Female","Non-s pose","Male","Front",13,79.6569999999999,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",1374.96,37.3879999999999,"Inactive","Female","","","",13,79.6569999999999,"Trial 1","AM","8","7"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",8.968,12.815,"Chasing","Male","","","",14,55.355,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",9.348,14.144,"Swim away","Female","","","",14,55.355,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",21.784,5.415,"Out of sight","Male","","","",14,55.355,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",23.493,5.22,"Out of sight","Female","","","",14,55.355,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",27.2,4.935,"Surrounding","Male","","","",14,55.355,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",28.714,2.468,"Inactive","Female","","","",14,55.355,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",31.183,3.133,"Swim away","Female","","","",14,55.355,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",32.136,2.276,"Chasing","Male","","","",14,55.355,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",34.317,5.696,"Out of sight","Female","","","",14,55.355,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",34.413,5.97900000000001,"Out of sight","Male","","","",14,55.355,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",40.014,2.182,"Swim away","Female","","","",14,55.355,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",40.393,8.831,"Chasing","Male","","","",14,55.355,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",42.197,21.084,"Inactive","Female","","","",14,55.355,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",49.225,5.032,"Surrounding","Male","","","",14,55.355,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",54.258,9.023,"Inactive","Male","","","",14,55.355,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",79.992,8.065,"Pose","Female","Non-s pose","Male","Front",15,24.526,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",80.941,0.756,"Inactive","Male","","","",15,24.526,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",81.698,5.60000000000001,"Wiggle","Male","Active wiggle","Female","2",15,24.526,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",87.299,1.80199999999999,"Surrounding","Male","","","",15,24.526,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",88.058,14.621,"Out of sight","Female","","","",15,24.526,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",89.102,13.577,"Out of sight","Male","","","",15,24.526,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",147.496,5.40899999999999,"Swim away","Female","","","",16,184.287,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",152.059,3.41200000000001,"Chasing","Male","","","",16,184.287,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",152.906,10.822,"Out of sight","Female","","","",16,184.287,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",155.472,9.96799999999999,"Out of sight","Male","","","",16,184.287,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",163.729,9.30699999999999,"Swim away","Female","","","",16,184.287,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",165.441,8.54400000000001,"Chasing","Male","","","",16,184.287,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",173.037,4.554,"Out of sight","Female","","","",16,184.287,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",173.986,5.40900000000002,"Out of sight","Male","","","",16,184.287,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",177.592,5.69399999999999,"Inactive","Female","","","",16,184.287,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",179.396,9.399,"Surrounding","Male","","","",16,184.287,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",183.287,17.945,"Swim away","Female","","","",16,184.287,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",188.796,7.97300000000001,"Chasing","Male","","","",16,184.287,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",196.77,14.43,"Surrounding","Male","","","",16,184.287,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",201.233,9.40699999999998,"Inactive","Female","","","",16,184.287,"Trial 2","Noon","3","1"
