"combo","media_file_path","time_in_video","Duration","behavior","subject","modifier_1","modifier_2","modifier_3","bout_number","total_time_of_courtship","Trial","Time_of_Day","Date_filmed","Day_filmed","Group_size","Female","Male","Chasing_present","Chasing_numeric","Chasing_end","Chasing_end_numeric"
"D:/PipefishMesocosmFilm/Trial10/12-12-20/12-12AM02.MTS_5406.21_24.491_24.871","D:/Pipefish Mesocosm Film/Trial 10/12-12-20/12-12 AM 02.MTS",5406.21,24.491,"Inactive","Male","","","",1,24.8710000000001,"Trial 10","AM",12,3,2,1,1,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial10/12-12-20/12-12AM02.MTS_5406.21_4.077_24.871","D:/Pipefish Mesocosm Film/Trial 10/12-12-20/12-12 AM 02.MTS",5406.21,4.07700000000023,"Wiggle","Female","Active wiggle","Male","2",1,24.8710000000001,"Trial 10","AM",12,3,2,1,1,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial10/12-12-20/12-12AM02.MTS_5410.288_20.413_24.871","D:/Pipefish Mesocosm Film/Trial 10/12-12-20/12-12 AM 02.MTS",5410.288,20.4130000000005,"Inactive","Female","","","",1,24.8710000000001,"Trial 10","AM",12,3,2,1,1,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM01.MTS_58.241_5.98_55.922","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 01.MTS",58.241,5.98,"Wiggle","Female","Active wiggle","Male","3",2,55.922,"Trial 1","AM",8,7,2,1,1,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM01.MTS_59.949_53.835_55.922","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 01.MTS",59.949,53.835,"Inactive","Male","","","",2,55.922,"Trial 1","AM",8,7,2,1,1,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM01.MTS_64.222_3.798_55.922","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 01.MTS",64.222,3.798,"Pose","Female","Non-s pose","Male","Front",2,55.922,"Trial 1","AM",8,7,2,1,1,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM01.MTS_67.641_0_55.922","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 01.MTS",67.641,0,"Move away","Male","","","",2,55.922,"Trial 1","AM",8,7,2,1,1,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM01.MTS_68.021_46.138_55.922","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 01.MTS",68.021,46.138,"Inactive","Female","","","",2,55.922,"Trial 1","AM",8,7,2,1,1,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM01.MTS_78.558_0_55.922","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 01.MTS",78.558,0,"Touch","Female","","","",2,55.922,"Trial 1","AM",8,7,2,1,1,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM01.MTS_89_0_55.922","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 01.MTS",89,0,"Move away","Male","","","",2,55.922,"Trial 1","AM",8,7,2,1,1,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM01.MTS_1342.561_9.33_32.092","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 01.MTS",1342.561,9.33000000000015,"Pose","Female","S pose","Male","Front",4,32.0919999999999,"Trial 1","AM",8,7,3,1,2,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM01.MTS_1342.94_31.332_32.092","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 01.MTS",1342.94,31.3319999999999,"Inactive","Male","","","",4,32.0919999999999,"Trial 1","AM",8,7,3,1,2,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM01.MTS_1349.208_0_32.092","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 01.MTS",1349.208,0,"Move away","Male","","","",4,32.0919999999999,"Trial 1","AM",8,7,3,1,2,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM01.MTS_1351.892_22.287_32.092","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 01.MTS",1351.892,22.287,"Inactive","Female","","","",4,32.0919999999999,"Trial 1","AM",8,7,3,1,2,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM01.MTS_2701.89_2.849_141.142","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 01.MTS",2701.89,2.84900000000016,"Wiggle","Male","Active wiggle","Male","3",6,141.142,"Trial 1","AM",8,7,2.8,1,1.8,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM01.MTS_2703.504_3.986_141.142","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 01.MTS",2703.504,3.98599999999988,"Inactive","Female","","","",6,141.142,"Trial 1","AM",8,7,2.8,1,1.8,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM01.MTS_2704.74_55.823_141.142","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 01.MTS",2704.74,55.8230000000003,"Inactive","Male","","","",6,141.142,"Trial 1","AM",8,7,2.8,1,1.8,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM01.MTS_2707.491_5.315_141.142","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 01.MTS",2707.491,5.31500000000005,"Wiggle","Female","Active wiggle","Male","2",6,141.142,"Trial 1","AM",8,7,2.8,1,1.8,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM01.MTS_2712.807_128.082_141.142","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 01.MTS",2712.807,128.082,"Inactive","Female","","","",6,141.142,"Trial 1","AM",8,7,2.8,1,1.8,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM01.MTS_2720.593_0_141.142","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 01.MTS",2720.593,0,"Move away","Male","","","",6,141.142,"Trial 1","AM",8,7,2.8,1,1.8,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM01.MTS_2760.564_2.855_141.142","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 01.MTS",2760.564,2.85500000000002,"Wiggle","Male","Subtle wiggle","Female","3",6,141.142,"Trial 1","AM",8,7,2.8,1,1.8,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM01.MTS_2763.42_6.924_141.142","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 01.MTS",2763.42,6.92399999999998,"Inactive","Male","","","",6,141.142,"Trial 1","AM",8,7,2.8,1,1.8,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM01.MTS_2765.503_0_141.142","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 01.MTS",2765.503,0,"Move away","Female","","","",6,141.142,"Trial 1","AM",8,7,2.8,1,1.8,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM01.MTS_2770.345_14.809_141.142","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 01.MTS",2770.345,14.8090000000002,"Surrounding","Male","","","",6,141.142,"Trial 1","AM",8,7,2.8,1,1.8,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM01.MTS_2770.726_5.503_141.142","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 01.MTS",2770.726,5.5029999999997,"Wiggle","Second female","Active wiggle","Male","3",6,141.142,"Trial 1","AM",8,7,2.8,1,1.8,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM01.MTS_2776.23_2.66_141.142","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 01.MTS",2776.23,2.65999999999985,"Pose","Second female","Non-s pose","Male","Front",6,141.142,"Trial 1","AM",8,7,2.8,1,1.8,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM01.MTS_2778.891_61.998_141.142","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 01.MTS",2778.891,61.998,"Inactive","Second female","","","",6,141.142,"Trial 1","AM",8,7,2.8,1,1.8,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM01.MTS_2779.175_0_141.142","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 01.MTS",2779.175,0,"Move away","Second female","","","",6,141.142,"Trial 1","AM",8,7,2.8,1,1.8,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM01.MTS_2785.155_55.828_141.142","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 01.MTS",2785.155,55.828,"Inactive","Male","","","",6,141.142,"Trial 1","AM",8,7,2.8,1,1.8,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM01.MTS_2796.265_0_141.142","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 01.MTS",2796.265,0,"Touch","Male","","","",6,141.142,"Trial 1","AM",8,7,2.8,1,1.8,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM01.MTS_2808.798_0_141.142","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 01.MTS",2808.798,0,"Move away","Second female","","","",6,141.142,"Trial 1","AM",8,7,2.8,1,1.8,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM03.MTS_127.836_9.114_73.109","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",127.836,9.11399999999999,"Inactive","Female","","","",7,73.109,"Trial 1","AM",8,7,3.3,1,2.3,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM03.MTS_129.546_4.747_73.109","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",129.546,4.74700000000001,"Wiggle","Male","Subtle wiggle","Female","4",7,73.109,"Trial 1","AM",8,7,3.3,1,2.3,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM03.MTS_134.294_64.183_73.109","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",134.294,64.183,"Inactive","Male","","","",7,73.109,"Trial 1","AM",8,7,3.3,1,2.3,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM03.MTS_136.951_5.792_73.109","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",136.951,5.792,"Wiggle","Female","Active wiggle","Male","3",7,73.109,"Trial 1","AM",8,7,3.3,1,2.3,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM03.MTS_142.744_8.828_73.109","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",142.744,8.828,"Inactive","Female","","","",7,73.109,"Trial 1","AM",8,7,3.3,1,2.3,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM03.MTS_151.573_4.177_73.109","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",151.573,4.17699999999999,"Wiggle","Female","Active wiggle","Male","3",7,73.109,"Trial 1","AM",8,7,3.3,1,2.3,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM03.MTS_155.751_42.725_73.109","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",155.751,42.725,"Inactive","Female","","","",7,73.109,"Trial 1","AM",8,7,3.3,1,2.3,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM03.MTS_168.855_0_73.109","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",168.855,0,"Move away","Male","","","",7,73.109,"Trial 1","AM",8,7,3.3,1,2.3,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM03.MTS_266.93_67.413_69.406","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",266.93,67.413,"Inactive","Female","","","",8,69.406,"Trial 1","AM",8,7,2,1,1,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM03.MTS_268.735_3.325_69.406","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",268.735,3.32499999999999,"Wiggle","Male","Active wiggle","Female","3",8,69.406,"Trial 1","AM",8,7,2,1,1,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM03.MTS_272.061_62.282_69.406","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",272.061,62.282,"Inactive","Male","","","",8,69.406,"Trial 1","AM",8,7,2,1,1,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM03.MTS_306.618_0_69.406","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",306.618,0,"Move away","Female","","","",8,69.406,"Trial 1","AM",8,7,2,1,1,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM03.MTS_334.342_0_69.406","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",334.342,0,"Move away","Female","","","",8,69.406,"Trial 1","AM",8,7,2,1,1,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM03.MTS_352.289_3.607_64.77","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",352.289,3.60700000000003,"Wiggle","Male","Active wiggle","Female","3",9,64.77,"Trial 1","AM",8,7,3,1,2,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM03.MTS_352.289_63.77_64.77","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",352.289,63.77,"Inactive","Female","","","",9,64.77,"Trial 1","AM",8,7,3,1,2,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM03.MTS_355.897_23.733_64.77","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",355.897,23.733,"Inactive","Male","","","",9,64.77,"Trial 1","AM",8,7,3,1,2,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM03.MTS_365.203_0_64.77","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",365.203,0,"Move away","Male","","","",9,64.77,"Trial 1","AM",8,7,3,1,2,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM03.MTS_378.681_0_64.77","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",378.681,0,"Move away","Female","","","",9,64.77,"Trial 1","AM",8,7,3,1,2,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM03.MTS_379.631_36.428_64.77","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",379.631,36.4280000000001,"Surrounding","Male","","","",9,64.77,"Trial 1","AM",8,7,3,1,2,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM03.MTS_379.918_0_64.77","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",379.918,0,"Move away","Female","","","",9,64.77,"Trial 1","AM",8,7,3,1,2,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM03.MTS_398.241_0_64.77","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",398.241,0,"Move away","Female","","","",9,64.77,"Trial 1","AM",8,7,3,1,2,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM03.MTS_398.872_0_64.77","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",398.872,0,"Move away","Female","","","",9,64.77,"Trial 1","AM",8,7,3,1,2,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM03.MTS_474.482_1.424_347.596","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",474.482,1.42399999999998,"Wiggle","Female","Subtle wiggle","Male","2",10,347.596,"Trial 1","AM",8,7,2.9,1,1.9,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM03.MTS_474.482_28.222_347.596","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",474.482,28.222,"Inactive","Male","","","",10,347.596,"Trial 1","AM",8,7,2.9,1,1.9,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM03.MTS_475.907_74.91_347.596","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",475.907,74.91,"Inactive","Female","","","",10,347.596,"Trial 1","AM",8,7,2.9,1,1.9,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM03.MTS_502.705_5.67_347.596","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",502.705,5.67000000000002,"Wiggle","Male","Active wiggle","Female","2",10,347.596,"Trial 1","AM",8,7,2.9,1,1.9,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM03.MTS_508.376_17.187_347.596","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",508.376,17.187,"Surrounding","Male","","","",10,347.596,"Trial 1","AM",8,7,2.9,1,1.9,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM03.MTS_525.564_11.01_347.596","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",525.564,11.01,"Inactive","Male","","","",10,347.596,"Trial 1","AM",8,7,2.9,1,1.9,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM03.MTS_536.575_1.044_347.596","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",536.575,1.04399999999998,"Wiggle","Male","Subtle wiggle","Female","2",10,347.596,"Trial 1","AM",8,7,2.9,1,1.9,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM03.MTS_537.62_14.999_347.596","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",537.62,14.999,"Inactive","Male","","","",10,347.596,"Trial 1","AM",8,7,2.9,1,1.9,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM03.MTS_550.818_2.625_347.596","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",550.818,2.625,"Wiggle","Female","Active wiggle","Male","3",10,347.596,"Trial 1","AM",8,7,2.9,1,1.9,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM03.MTS_552.62_2.85_347.596","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",552.62,2.85000000000002,"Wiggle","Male","Subtle wiggle","Female","3",10,347.596,"Trial 1","AM",8,7,2.9,1,1.9,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM03.MTS_553.444_4.78_347.596","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",553.444,4.78000000000009,"Pose","Female","S pose","Male","Front",10,347.596,"Trial 1","AM",8,7,2.9,1,1.9,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM03.MTS_555.471_2.183_347.596","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",555.471,2.18299999999999,"Inactive","Male","","","",10,347.596,"Trial 1","AM",8,7,2.9,1,1.9,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM03.MTS_557.655_2.85_347.596","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",557.655,2.85000000000002,"Wiggle","Male","Active wiggle","Female","5",10,347.596,"Trial 1","AM",8,7,2.9,1,1.9,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM03.MTS_558.225_13.672_347.596","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",558.225,13.672,"Inactive","Female","","","",10,347.596,"Trial 1","AM",8,7,2.9,1,1.9,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM03.MTS_560.506_29.431_347.596","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",560.506,29.431,"Inactive","Male","","","",10,347.596,"Trial 1","AM",8,7,2.9,1,1.9,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM03.MTS_571.898_1.045_347.596","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",571.898,1.04499999999996,"Wiggle","Female","Subtle wiggle","Male","3",10,347.596,"Trial 1","AM",8,7,2.9,1,1.9,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM03.MTS_572.944_27.531_347.596","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",572.944,27.5310000000001,"Inactive","Female","","","",10,347.596,"Trial 1","AM",8,7,2.9,1,1.9,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM03.MTS_589.938_3.287_347.596","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",589.938,3.28700000000003,"Wiggle","Male","Active wiggle","Female","3",10,347.596,"Trial 1","AM",8,7,2.9,1,1.9,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM03.MTS_593.226_3.072_347.596","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",593.226,3.072,"Inactive","Male","","","",10,347.596,"Trial 1","AM",8,7,2.9,1,1.9,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM03.MTS_596.299_4.176_347.596","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",596.299,4.17600000000004,"Wiggle","Male","Active wiggle","Female","3",10,347.596,"Trial 1","AM",8,7,2.9,1,1.9,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM03.MTS_600.476_3.703_347.596","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",600.476,3.70299999999997,"Wiggle","Female","Active wiggle","Male","3",10,347.596,"Trial 1","AM",8,7,2.9,1,1.9,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM03.MTS_600.476_58.391_347.596","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",600.476,58.391,"Inactive","Male","","","",10,347.596,"Trial 1","AM",8,7,2.9,1,1.9,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM03.MTS_604.18_128.076_347.596","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",604.18,128.076,"Inactive","Female","","","",10,347.596,"Trial 1","AM",8,7,2.9,1,1.9,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM03.MTS_606.231_0_347.596","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",606.231,0,"Touch","Male","","","",10,347.596,"Trial 1","AM",8,7,2.9,1,1.9,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM03.MTS_647.687_0_347.596","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",647.687,0,"Move away","Male","","","",10,347.596,"Trial 1","AM",8,7,2.9,1,1.9,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM03.MTS_658.868_3.036_347.596","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",658.868,3.03599999999994,"Wiggle","Male","Active wiggle","Female","3",10,347.596,"Trial 1","AM",8,7,2.9,1,1.9,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM03.MTS_661.905_10.918_347.596","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",661.905,10.918,"Inactive","Male","","","",10,347.596,"Trial 1","AM",8,7,2.9,1,1.9,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM03.MTS_672.824_1.736_347.596","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",672.824,1.73599999999999,"Wiggle","Male","Active wiggle","Female","3",10,347.596,"Trial 1","AM",8,7,2.9,1,1.9,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM03.MTS_674.561_31.113_347.596","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",674.561,31.1129999999999,"Inactive","Male","","","",10,347.596,"Trial 1","AM",8,7,2.9,1,1.9,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM03.MTS_705.675_2.465_347.596","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",705.675,2.46500000000003,"Wiggle","Male","Active wiggle","Female","2",10,347.596,"Trial 1","AM",8,7,2.9,1,1.9,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM03.MTS_708.141_7.404_347.596","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",708.141,7.404,"Inactive","Male","","","",10,347.596,"Trial 1","AM",8,7,2.9,1,1.9,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM03.MTS_715.546_7.026_347.596","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",715.546,7.02599999999995,"Surrounding","Male","","","",10,347.596,"Trial 1","AM",8,7,2.9,1,1.9,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM03.MTS_722.573_33.989_347.596","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",722.573,33.989,"Inactive","Male","","","",10,347.596,"Trial 1","AM",8,7,2.9,1,1.9,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM03.MTS_732.257_0.38_347.596","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",732.257,0.379999999999995,"Wiggle","Female","Subtle wiggle","Male","3",10,347.596,"Trial 1","AM",8,7,2.9,1,1.9,"No",0,"No",0
"D:/PipefishMesocosmFilm/Trial1/8-12-20/8-12AM03.MTS_732.638_89.438_347.596","D:/Pipefish Mesocosm Film/Trial 1/8-12-20/8-12 AM 03.MTS",732.638,89.438,"Inactive","Female","","","",10,347.596,"Trial 1","AM",8,7,2.9,1,1.9,"No",0,"No",0
